Chromosome,Start,End,GeneName,BigWigFile,MethylationSignal
chr1,161440825,161440896,TRD-GTC2-8,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, 5.0, 2.0, nan, 5.0, 2.0, nan, nan, nan, nan, nan, nan, 4.0, 2.0, nan, nan, nan, nan, nan, 4.0, 1.0, nan, nan, nan, nan, nan, nan, 1.0, 1.0, 2.0, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr14,88979098,88979170,TRA-AGC15-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 7.0, nan, nan, 5.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 6.0, nan, nan, nan, nan, nan, 6.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr14,88979098,88979170,TRA-AGC15-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, 11.0, nan, nan, 27.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 29.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 27.0, 6.0, nan, nan, nan, nan, nan, 22.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr14,88979098,88979170,TRA-AGC15-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, nan, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, nan, 7.142857074737549, 0.0, nan, nan, 0.0, nan, 0.0, 100.0, 100.0, 0.0, nan, 100.0, 100.0, 7.407407283782959, nan, nan, nan, 0.0, 0.0, nan, nan, 0.0, 100.0, 94.44444274902344, nan, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, nan, 100.0, 100.0, nan, nan, 0.0, 0.0, 0.0, 96.7741928100586, 94.44444274902344, 0.0, nan, nan, nan, 0.0, nan, 3.0303030014038086, 39.39393997192383, nan]"
chr14,88979098,88979170,TRA-AGC15-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 8.0, nan, nan, 13.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.0, 10.0, nan, nan, nan, nan, nan, 17.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,27297996,27298077,tRNA-Ser-GCT-2-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, 5.0, 8.0, nan, nan, nan, nan, nan, nan, nan, 4.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 8.0, 2.0, 9.0, nan, nan, nan, nan, nan, nan, nan, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.0, nan, 1.0, 12.0]"
chr6,27297996,27298077,tRNA-Ser-GCT-2-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, 14.0, 26.0, nan, nan, nan, nan, nan, nan, nan, 14.0, 21.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 19.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, 14.0, 14.0, 14.0, nan, nan, nan, nan, nan, nan, 14.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 12.0, nan, 13.0, 10.0]"
chr6,27297996,27298077,tRNA-Ser-GCT-2-1,ENCFF437OMV_blood_WGBS.bigWig,"[nan, 21.62162208557129, 9.523809432983398, nan, 0.0, 0.0, nan, 0.0, 0.0, 8.108108520507812, 45.945945739746094, 52.380950927734375, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, nan, 0.0, 0.0, 63.6363639831543, 43.4782600402832, nan, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, nan, 9.375, 3.3333332538604736, nan, nan, nan, 0.0, nan, 0.0, 0.0, nan, 3.4482758045196533, nan, 0.0, 0.0, nan, 89.28571319580078, 96.55172729492188, 100.0, 96.55172729492188, nan, 0.0, 0.0, 0.0, nan, nan, 84.61538696289062, 90.0, nan, nan, nan, 0.0, 0.0, 13.043478012084961, nan, 0.0, 0.0, nan, nan, 95.45454406738281, 96.66666412353516, nan, 95.23809814453125, 100.0]"
chr6,27297996,27298077,tRNA-Ser-GCT-2-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, 10.0, 8.0, nan, nan, nan, nan, nan, nan, nan, 11.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 10.0, 12.0, 11.0, nan, nan, nan, nan, nan, nan, 12.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 11.0, nan, 11.0, 8.0]"
chr6,27505828,27505909,tRNA-Ser,ENCFF463DAE_brain_WGBS.bigWig,"[3.0, nan, nan, nan, nan, 5.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan, nan, nan, nan, nan, 3.0, 3.0, 3.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 4.0, nan, nan, nan, nan, 4.0, 2.0, nan, nan, nan, nan, 4.0]"
chr6,27505828,27505909,tRNA-Ser,ENCFF334JUQ_embryo_WGBS.bigWig,"[5.0, nan, nan, nan, nan, 30.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, 29.0, 5.0, nan, nan, nan, nan, nan, nan, 24.0, 5.0, 27.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 27.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 32.0, 2.0, nan, nan, nan, nan, 37.0, 2.0, nan, nan, nan, nan, 36.0]"
chr6,27505828,27505909,tRNA-Ser,ENCFF437OMV_blood_WGBS.bigWig,"[76.47058868408203, nan, nan, 0.0, 0.0, 70.37036895751953, 47.05882263183594, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, 19.230770111083984, 5.882352828979492, nan, nan, 0.0, 0.0, nan, 0.0, 60.0, 22.727272033691406, 36.0, 22.727272033691406, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, 0.0, 9.523809432983398, nan, nan, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, nan, 100.0, 87.5, 3.846153736114502, 0.0, nan, nan, nan, nan, 0.0, 3.7037036418914795, nan, 0.0, nan, 67.85713958740234, 64.0, 0.0, 0.0, 0.0, nan, 80.76923370361328, 60.0, nan, 0.0, nan, nan, 56.5217399597168]"
chr6,27505828,27505909,tRNA-Ser,ENCFF236RUI_epithelium_WGBS.bigWig,"[7.0, nan, nan, nan, nan, 13.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 4.0, nan, nan, nan, nan, nan, nan, 13.0, 4.0, 12.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0, 7.0, nan, nan, nan, nan, 16.0, 8.0, nan, nan, nan, nan, 17.0]"
chr15,67839939,67840045,RNU6-9,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 30.0, 9.0, nan, nan, nan, nan, nan, 26.0, 12.0, nan, nan, nan, nan, nan, nan, 22.0, 13.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 21.0, 14.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22.0, 15.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.0, 15.0, nan, nan, nan, 16.0, 14.0, nan, nan, nan, nan, 16.0]"
chr15,67839939,67840045,RNU6-9,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 8.0, 15.0, nan, nan, nan, nan, nan, 8.0, 14.0, nan, nan, nan, nan, nan, nan, 7.0, 14.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 16.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 13.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, nan, nan, nan, nan, 10.0, nan, nan, nan, nan, nan]"
chr15,67839939,67840045,RNU6-9,ENCFF437OMV_blood_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, nan, 1.6949152946472168, nan, 0.0, 0.0, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, nan, 3.6363637447357178, 0.0, nan, nan, 0.0, 0.0, 0.0, 1.8518518209457397, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8181818723678589, nan, nan, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 1.9607843160629272, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, 0.0, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 0.0, nan, 2.777777671813965, 0.0, nan, 4.651162624359131]"
chr15,67839939,67840045,RNU6-9,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 24.0, 17.0, nan, nan, nan, nan, nan, 24.0, 16.0, nan, nan, nan, nan, nan, nan, 20.0, 14.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22.0, 13.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 13.0, nan, nan, nan, 17.0, 12.0, nan, nan, nan, nan, 17.0]"
chr17,38869292,38869363,TRC-GCA4-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.0]"
chr17,38869292,38869363,TRC-GCA4-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 23.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.0]"
chr17,38869292,38869363,TRC-GCA4-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, 3.846153736114502, nan, 0.0, nan, 0.0, 0.0, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0]"
chr17,38869292,38869363,TRC-GCA4-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 13.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.0]"
chr5,181187701,181187782,TRL-AAG2-4,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, 2.0, nan, nan, nan, nan, nan, 2.0, nan, nan, nan, 2.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, 2.0, nan, nan, nan, nan, 4.0, 2.0, nan, nan, nan, nan, nan, nan, 5.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, 5.0, 3.0, nan, nan, nan, nan, nan, nan]"
chr5,181187701,181187782,TRL-AAG2-4,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, 39.0, 8.0, nan, nan, nan, nan, 37.0, 8.0, nan, nan, 37.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, 39.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 35.0, 3.0, nan, nan, nan, nan, 34.0, 3.0, nan, nan, nan, nan, nan, nan, 33.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, 4.0, nan, nan, nan, nan, nan, nan]"
chr5,181187701,181187782,TRL-AAG2-4,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, nan, nan, 0.0, 33.33333206176758, 8.333333015441895, nan, 0.0, 0.0, 0.0, 26.66666603088379, 8.333333015441895, nan, 0.0, 86.66666412353516, 58.33333206176758, 0.0, nan, 0.0, nan, nan, nan, 9.090909004211426, 8.333333015441895, 87.5, 100.0, 0.0, nan, 0.0, 0.0, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, nan, 37.5, 11.11111068725586, 0.0, 0.0, 22.22222137451172, 0.0, 20.0, 0.0, nan, 11.11111068725586, 0.0, 0.0, nan, nan, 21.428571701049805, 22.22222137451172, nan, nan, nan, 0.0, 0.0, 0.0, nan, 0.0, 37.5, 7.692307472229004, 0.0, nan, 0.0, 0.0, 0.0, nan]"
chr5,181187701,181187782,TRL-AAG2-4,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, 8.0, 7.0, nan, nan, nan, nan, 8.0, 6.0, nan, nan, 8.0, 7.0, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 8.0, nan, nan, nan, nan, 9.0, 8.0, nan, nan, nan, nan, nan, nan, 11.0, 9.0, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 9.0, nan, nan, nan, nan, nan, nan]"
chr1,144567515,144567588,TRN-GTT2-4,ENCFF463DAE_brain_WGBS.bigWig,"[1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,144567515,144567588,TRN-GTT2-4,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr1,144567515,144567588,TRN-GTT2-4,ENCFF437OMV_blood_WGBS.bigWig,"[64.28571319580078, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 7.142857074737549, nan, 63.6363639831543, 28.571428298950195, nan, nan, 0.0, 0.0, nan, 0.0, 0.0, nan, nan, 9.090909004211426, 0.0, nan, nan, nan, 100.0, 100.0, 0.0, nan, nan, nan, nan, 0.0, nan, 0.0, 0.0, 87.5, 100.0, nan, nan, 100.0, 100.0, 100.0, 85.71428680419922, 0.0, nan, nan, nan, 0.0, 100.0, 84.61538696289062, nan, nan, nan, 0.0, 100.0, 100.0, 0.0, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, nan, 0.0]"
chr1,144567515,144567588,TRN-GTT2-4,ENCFF236RUI_epithelium_WGBS.bigWig,"[8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 5.0, nan, nan, 2.0, 5.0, 2.0, 5.0, nan, nan, nan, nan, nan, 2.0, 4.0, nan, nan, nan, nan, 2.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28673836,28673907,TRA-CGC2-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 10.0, nan, nan, nan, nan, nan, 5.0, 9.0, nan, nan, nan, nan, 4.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.0, 7.0, nan, nan, nan, nan, nan, nan, nan, 3.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28673836,28673907,TRA-CGC2-1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 33.0, nan, nan, nan, nan, nan, 16.0, 34.0, nan, nan, nan, nan, 17.0, 34.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 39.0, nan, nan, nan, nan, nan, nan, nan, 16.0, 41.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr6,28673836,28673907,TRA-CGC2-1,ENCFF437OMV_blood_WGBS.bigWig,"[0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, 87.8787841796875, 94.7368392944336, 0.0, 0.0, 0.0, nan, nan, 82.14286041259766, 68.42105102539062, nan, nan, 0.0, 0.0, 76.66666412353516, 50.0, 0.0, 0.0, 5.263157844543457, 0.0, 0.0, nan, 0.0, nan, nan, nan, 0.0, nan, nan, 0.0, 96.55172729492188, 100.0, nan, nan, 4.34782600402832, 10.714285850524902, nan, nan, 0.0, 95.83333587646484, 95.65217590332031, 0.0, nan, 0.0, nan, nan, 4.34782600402832, 0.0, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0]"
chr6,28673836,28673907,TRA-CGC2-1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 11.0, nan, nan, nan, nan, nan, 8.0, 12.0, nan, nan, nan, nan, 11.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.0, 11.0, nan, nan, nan, nan, nan, nan, nan, 8.0, 10.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr15,90954335,90954493,RCCD1-AS1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, nan, nan, nan, nan, 10.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr15,90954335,90954493,RCCD1-AS1,ENCFF334JUQ_embryo_WGBS.bigWig,"[nan, nan, nan, nan, nan, 11.0, 8.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 10.0, 12.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 11.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr15,90954335,90954493,RCCD1-AS1,ENCFF437OMV_blood_WGBS.bigWig,"[nan, 0.0, 0.0, nan, 0.0, 100.0, 100.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, nan, nan, 0.0, 0.0, nan, nan, 0.0, nan, nan, nan, nan, 0.0, 0.0, 6.060606002807617, nan, 0.0, 96.96969604492188, 100.0, 0.0, nan, nan, nan, 0.0, 0.0, 0.0, nan, 25.0, 0.0, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, nan, 33.33333206176758, 0.0, nan, nan, 3.4482758045196533, nan, 0.0, nan, nan, 0.0, nan, nan, 0.0, nan, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, 100.0, 100.0, nan, 0.0, nan, 0.0, 0.0, nan, 0.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0, 0.0, nan, nan, 6.25, nan, nan, 0.0, 0.0, nan, nan, nan, nan, 0.0, nan, 0.0, nan, nan, nan, 0.0, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, 0.0, 4.545454502105713, nan, 0.0, nan, 0.0, nan, 0.0]"
chr15,90954335,90954493,RCCD1-AS1,ENCFF236RUI_epithelium_WGBS.bigWig,"[nan, nan, nan, nan, nan, 14.0, 6.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.0, 5.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.0, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
chr16,636736,636806,TRG-CCC2-1,ENCFF463DAE_brain_WGBS.bigWig,"[nan, 5.0, 4.0, nan, 6.0, 4.0, nan, nan, 7.0, 4.0, nan, nan, nan, nan, nan, 7.0, 4.0, nan, nan, nan, nan, 5.0, 4.0, nan, nan, nan, 6.0, 4.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.0, 3.0, nan, 4.0, 3.0, nan]"
